0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	1
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	1
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	2
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	1
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	1
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	2
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	2
214	2
215	0
216	0
217	0
218	1
219	0
220	0
221	0
222	0
223	0
224	1
225	0
226	0
227	2
228	0
229	0
230	0
231	0
232	0
233	1
234	0
235	0
236	0
237	0
238	2
239	1
240	1
241	1
242	0
243	0
244	0
245	0
246	2
247	2
248	0
249	0
250	1
251	0
252	0
253	0
254	0
255	1
256	0
257	0
258	0
259	0
260	1
261	0
262	0
263	0
264	1
265	0
266	0
267	0
268	0
269	0
270	1
271	0
272	0
273	1
274	0
275	0
276	0
277	1
278	0
279	0
280	2
281	2
282	0
283	1
284	0
285	1
286	0
287	1
288	1
289	1
290	1
291	0
292	0
293	1
294	1
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	1
306	0
307	0
308	0
309	0
310	1
311	1
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	1
320	0
321	0
322	0
323	1
324	1
325	0
326	3
327	1
328	0
329	1
330	1
331	2
332	1
333	1
334	1
335	2
336	0
337	0
338	0
339	0
340	1
341	0
342	1
343	0
344	2
345	1
346	0
347	0
348	3
349	2
350	1
351	0
352	0
353	1
354	0
355	1
356	0
357	0
358	0
359	1
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	1
369	0
370	0
371	0
372	0
373	0
374	0
375	1
376	0
377	2
378	2
379	2
380	0
381	2
382	0
383	0
384	1
385	0
386	0
387	0
388	0
389	1
390	0
391	1
392	1
393	0
394	0
395	4
396	2
397	2
398	1
399	1
400	0
401	0
402	0
403	4
404	0
405	1
406	1
407	1
408	4
409	1
410	2
411	0
412	1
413	0
414	2
415	2
416	0
417	1
418	2
419	1
420	0
421	3
422	2
423	2
424	0
425	3
426	0
427	2
428	0
429	0
430	2
431	1
432	0
433	0
434	3
435	0
436	1
437	5
438	2
439	6
440	4
441	5
442	1
443	1
444	0
445	1
446	3
447	1
448	1
449	0
450	0
451	0
452	0
453	1
454	1
455	2
456	4
457	0
458	3
459	0
460	0
461	4
462	0
463	0
464	2
465	4
466	2
467	2
468	0
469	1
470	3
471	1
472	2
473	3
474	0
475	1
476	0
477	7
478	2
479	9
480	5
481	8
482	1
483	0
484	1
485	0
486	3
487	3
488	3
489	6
490	2
491	2
492	1
493	0
494	7
495	5
496	0
497	3
498	4
499	2
500	1
501	0
502	0
503	6
504	2
505	0
506	1
507	0
508	1
509	8
510	0
511	2
512	8
513	2
514	4
515	2
516	2
517	7
518	1
519	3
520	5
521	5
522	5
523	2
524	5
525	2
526	0
527	5
528	3
529	0
530	4
531	0
532	5
533	3
